seqID,DBLa0.1,DBLa0.10,DBLa0.11,DBLa0.12,DBLa0.13,DBLa0.14,DBLa0.15,DBLa0.16,DBLa0.17,DBLa0.18,DBLa0.19,DBLa0.2,DBLa0.20,DBLa0.21,DBLa0.22,DBLa0.23,DBLa0.24,DBLa0.3,DBLa0.4,DBLa0.5,DBLa0.6,DBLa0.7,DBLa0.8,DBLa0.9,DBLa1.1,DBLa1.2,DBLa1.3,DBLa1.4,DBLa1.5,DBLa1.6,DBLa1.7,DBLa1.8,DBLa2
seq_311,-256.8766938583279,0,-260.9811420958461,-253.13835389916153,-278.15857041073355,-279.64718213562446,-255.89701984592048,-278.57040148686707,-258.80067902732003,-241.5168597358356,-258.5848760092908,-276.6356651554934,-261.9288164858053,-254.2456647903459,-253.25003046833555,-272.0320026088426,-271.3671206638579,-260.17653329740926,-245.80509440071398,-260.45082491640187,-258.40552551939487,0,-245.5375814291178,-245.52789869245774,0,0,0,0,0,0,0,0,0
seq_312,-252.19674393481165,0,-259.68855080147404,-238.86364186865148,-280.5114431930239,-273.48530338014143,-244.63226239500852,-273.64421017371103,-263.2382350106588,-228.0632202852697,-251.00618410996705,-275.6201334115181,-249.68612071983404,-212.83618431079154,-257.3171971545982,-250.76458005331037,-277.20144199597775,-267.2057006393432,-233.6467088089935,-258.8796264229766,-247.83983900800246,0,-240.19987094744846,-236.02555531480994,0,0,0,0,0,0,0,0,0
seq_313,-248.9615421542332,0,-245.06076880505904,-260.59745471606556,-262.4168642998392,-264.5616636987208,-248.79833395374806,-265.4403360063101,-263.1005085842655,-256.23898426928355,-248.04731767696128,-273.81039410781705,-256.5487679177137,-275.19098475148957,-240.82378052230527,-273.4751129718037,-273.16488333290323,-292.5510413550975,-251.9572793153766,-239.8255557614282,-266.9287829197649,0,-247.89831008395234,-239.95535441008744,0,0,0,0,0,0,0,0,0
seq_314,-263.9717431480829,0,-271.90511666103356,-257.6279762968081,-297.64390738892206,-279.9308969259414,-258.76600649897443,-288.1340812419442,-272.20494772326833,-239.3091706563042,-270.97343709143144,-283.63821196211575,-268.9246652197,-249.33845152734926,-267.92158623319347,-264.9995789847507,-285.5623163977323,-282.0884218741138,-226.01750601922743,-270.6218762522191,-253.0342597862612,0,-250.41713879293488,-247.89013558142886,0,0,0,0,0,0,0,0,0
seq_315,-246.8454995332442,0,-253.94072308301605,-282.8879161705338,-292.35695604772,-273.6249895524966,-259.21041413903566,-255.74627915457324,-249.90497641353977,-276.1992701872366,-250.47234523013108,-281.36613650323886,-253.86508211401986,-288.0196204777915,-266.08652182081215,-292.07930241854746,-281.0363875051046,-308.1109752686188,-276.80731567007905,-262.3813151710617,-290.6970509283661,0,-269.8971108646652,-269.70512146228936,0,0,0,0,0,0,0,0,0
seq_316,-266.91716006999576,0,-271.84367559232527,-268.78586311155993,-296.2223019423684,-286.87938380935697,-271.8372342251018,-288.28663026135786,-271.17504212470755,-254.44341232569576,-269.83906777801474,-286.75751740803275,-271.93021809156414,-258.7004966729278,-269.01062652344535,-280.1347605536418,-280.0248208749059,-272.4524769878444,-258.10885744265653,-271.8244066969759,-272.61029892279606,0,-256.9834553470626,-257.34636423092996,0,0,0,0,0,0,0,0,0
seq_317,-293.3453871687242,0,-291.09555916222087,-314.94986044504384,-316.05562278756315,-318.30804058506493,-294.8498994658018,-312.24815093103166,-301.67286105516064,-316.12556578736854,-290.2967637362081,-306.7098126724096,-302.47130884153995,-333.26181610742697,-295.226747360637,-330.60760413470814,-318.8044461775829,-347.183295540827,-320.04067734301617,-288.2762031618382,-331.23746334415074,0,-309.063021857991,-313.3574632121544,0,0,0,0,0,0,0,0,0
seq_318,-254.37476770129524,0,-258.42435622107143,-252.0571223521953,-279.9725530093487,-278.1441521472594,-254.2556789829413,-269.7585898393665,-251.65089588853783,-241.2242080588175,-257.3346593616897,-274.3222801974088,-257.4866531505506,-250.62959284019664,-255.39894441710535,-268.0571248653084,-271.2395588292561,-265.3067736274338,-240.81165396060243,-257.2849845081496,-259.22954611239777,0,-242.37557872178243,-239.66121616051186,0,0,0,0,0,0,0,0,0
seq_319,-243.46525609942057,0,-246.91354455605364,-243.88326053647828,-275.6881741154084,-264.8017446067838,-246.23815483813746,-261.48695007270555,-247.20285489412203,-206.65282805667348,-249.8900765131481,-261.74005976889094,-245.3495886656621,-237.23339568128984,-236.901298396877,-251.6930180601159,-264.4596608164886,-254.81603880180595,-225.2226428890219,-249.4701009818478,-243.9378218923547,0,-225.16947322944574,-221.91422858994767,0,0,0,0,0,0,0,0,0
seq_320,-263.4071201348237,0,-269.3219890802027,-263.03649532140133,-296.0721416574956,-286.94178912970784,-266.4068920145158,-283.92773455678827,-263.36340956380695,-247.93821951452017,-263.1470220199545,-280.2001994224784,-265.93352699540316,-256.0310650132083,-264.983920325595,-276.3654957266378,-277.9699725354653,-268.9507715607841,-249.9524156821482,-266.4183950436012,-266.05512020970025,0,-249.04839919972537,-248.33746865882765,0,0,0,0,0,0,0,0,0
seq_321,-257.33743521996695,0,-263.0071580112524,-248.30986386658554,-284.7776748383229,-274.42485780434765,-258.95615188804175,-278.7296421613473,-266.10198484770694,-241.87993414722277,-262.0130550451727,-258.3515930612313,-259.61076485646066,-259.0901120353221,-267.290384016127,-234.78321348483328,-239.29964867128294,-194.94975385155237,-252.4866816847836,-261.14943777848555,-267.3430674331353,0,-248.74200179639843,-249.809948794659,0,0,0,0,0,0,0,0,0
seq_322,-274.6304373697449,0,-271.8486510500442,-268.4976863429779,-300.750158437797,-295.01968523309154,-267.20140623647507,-293.15854560134693,-289.597865540148,-273.48112041017305,-265.90670832090314,-302.25892088436973,-284.359123178236,-280.10335851689615,-259.34746685855674,-299.48862909775136,-303.54638256213417,-294.322193386248,-274.48378694755104,-269.1322345104123,-292.311601985634,0,-277.2143150751348,-264.883228130397,0,0,0,0,0,0,0,0,0
seq_323,-238.46805692369458,0,-238.7408738169378,-273.3410838850507,-261.79441237436737,-249.81350635730323,-247.92054084354913,-272.09157196899264,-250.79671637028306,-278.1137973338058,-245.21013806957828,-265.68895002204454,-257.1216182203488,-294.3473527203264,-250.83220804272747,-295.37546527025086,-252.63624722358531,-312.41971196755037,-278.9568717817568,-225.09632885123725,-292.19525552220915,0,-270.0473619942577,-269.76527251639624,0,0,0,0,0,0,0,0,0
seq_324,-251.11586887750306,0,-257.98253297742986,-237.14731409811327,-283.13658139092405,-273.18726161828806,-241.5479822480025,-271.5514683632736,-257.047179307142,-224.74744511775032,-250.1636322239532,-279.2795439963554,-250.33392155245159,-173.9974748016063,-257.54033966430325,-248.78353443272243,-273.60591922266343,-261.49791308779965,-230.14335633677834,-258.75919945947373,-252.5146409958877,0,-241.882210730107,-234.98778813326493,0,0,0,0,0,0,0,0,0
seq_325,-230.3607261762781,0,-233.57808923019257,-241.69874110305605,-258.5474107953272,-242.86762112863457,-218.59386945090947,-239.97115311071937,-245.8749754256244,-250.98718741910935,-230.27571727441716,-252.4351467398514,-234.4970388234916,-263.86712974434744,-236.59901217242984,-263.61061004278923,-259.2713028161534,-283.67719162973583,-247.14447169199718,-226.115303949356,-256.85241195701406,0,-241.86384517726768,-245.03567714796694,0,0,0,0,0,0,0,0,0
seq_326,-262.44261447818235,0,-262.3713381038082,-253.2024792685709,-287.82028713027813,-280.9137981841491,-258.1293105283075,-279.56040419948124,-262.59580317614865,-252.2453167270625,-260.6032863068268,-284.09983854325685,-268.2398453120543,-252.82430230114184,-263.25096028887043,-278.1303839076125,-276.47617404372215,-264.1644551526851,-253.5852099615158,-261.58459421617147,-259.9138067912953,0,-252.67727183429528,-249.44333167288278,0,0,0,0,0,0,0,0,0
seq_327,-234.75203528208792,0,-237.8856452645592,-231.7678576353363,-265.8460056365101,-259.9039872432295,-232.50814947474305,-254.08887669083458,-237.18983600444588,-222.8308347137483,-231.6476160229889,-258.6857981590543,-241.8096384963366,-251.79474371241685,-234.10179854320685,-245.3314657892388,-257.01690665534454,-266.0625989846359,-227.3759859754496,-229.5067079949135,-229.25599467630497,0,-209.67635918657436,-218.99542322634213,0,0,0,0,0,0,0,0,0
seq_328,-262.2864595666848,0,-265.48489592563004,-258.16036022224904,-287.8677909685902,-285.84991406360433,-264.90885747510265,-282.2434375991577,-265.18907813009986,-247.80800648054952,-260.0284242198671,-282.66956705299464,-267.07498097018726,-251.90496880143138,-262.32972545153257,-272.45018566621223,-275.3897677021843,-266.4337280206976,-252.20119158838085,-265.77596834540424,-269.8467339969038,0,-249.15960474854634,-247.56286817623834,0,0,0,0,0,0,0,0,0
seq_329,-244.58362736928774,0,-235.6176216243219,-262.14488418133277,-268.2477363120511,-249.62851332477751,-241.6837765274756,-256.6593655509745,-259.3148271449786,-253.663744349085,-235.6697837702052,-261.1233254370376,-261.3839662120781,-276.49335726144466,-232.26659404995922,-283.8675987737693,-269.9593769195639,-299.2019685496105,-258.42141671338896,-227.23065789557907,-272.67903650893925,0,-252.3967827246912,-240.38229869561192,0,0,0,0,0,0,0,0,0
seq_330,-257.9523234397904,0,-266.9427819232879,-252.29827904774993,-284.18129127424595,-282.62196785311016,-257.8163907970177,-276.5515751750248,-264.15170551025824,-236.84309400999385,-259.736470797825,-256.0471443316156,-258.1474002016866,-246.02442482661985,-262.7710652954336,-228.00812977326956,-244.85744600568103,-227.6069565808302,-248.00195472843313,-264.02368123379324,-259.3065193175943,0,-247.58913743680077,-249.92529368381554,0,0,0,0,0,0,0,0,0
seq_331,-260.34335727783883,0,-267.21411736649486,-256.74625609893485,-283.28590187079413,-283.85483153400014,-254.20827630270082,-281.4940222922279,-273.33438075496,-248.39124003834357,-263.19350781589986,-263.7562678746517,-256.2217955379227,-251.05479389220173,-269.3733638702038,-234.90267159451173,-255.6298507302626,-234.67836245609377,-251.91350503999064,-270.05587087868236,-269.2834661707398,0,-259.2318982290474,-256.0212741084325,0,0,0,0,0,0,0,0,0
seq_332,-260.11767642729404,0,-258.2213673033293,-250.2339673525334,-283.19927795671396,-278.4167973384372,-256.3990144067986,-275.32875152290495,-260.88807456888935,-245.17009457232027,-256.0712261873254,-276.8725262928549,-265.2163328480022,-248.03627821808263,-259.89765381948314,-271.28312477809845,-273.1881325097144,-254.4778268244016,-245.7895501689753,-259.98206651830884,-257.45986263370895,0,-247.7094101007355,-241.1604859977129,0,0,0,0,0,0,0,0,0
seq_333,-241.9490583252102,0,-234.75984210819885,-237.47873686845995,-264.8893411408682,-246.27843135746502,-232.6465056822323,-259.80077347732964,-247.1474918472978,-242.80260429383253,-242.47646815208444,-267.5031511106304,-253.13305648622188,-269.4614436085088,-243.79089128493274,-261.8990215139931,-264.4514592036394,-282.10312323208484,-252.00128899401562,-227.80347655338957,-257.08590269890016,0,-231.812461792315,-229.8949855966034,0,0,0,0,0,0,0,0,0
seq_334,-231.4497574583089,0,-236.47002083412454,-235.50940111815044,-269.51214438869334,-257.22476450698025,-231.3775201828635,-250.28653016690595,-232.282008048826,-214.02406693817773,-235.49458089826135,-259.97727673162046,-242.33875381480914,-241.82255480579198,-238.22231453466313,-241.95732209819778,-255.24251533342675,-268.1435355444599,-233.48126282654673,-230.19532876886393,-238.59064991997155,0,-210.0292587619776,-215.27702409397372,0,0,0,0,0,0,0,0,0
seq_335,-259.81627582561117,0,-264.9736768874413,-262.4612790763885,-286.3684428829261,-278.6300103614728,-264.2776765557032,-273.08620878555723,-263.27534144569506,-244.2633093424931,-261.9530083175484,-278.57175025396805,-268.7324327165544,-249.59709372913122,-257.3112222775574,-266.1394715734089,-278.32934730647526,-261.1797285707843,-250.85812364722688,-264.09378563607015,-269.4113841654513,0,-247.42291687846455,-246.19064130871504,0,0,0,0,0,0,0,0,0
seq_336,-246.4845869066236,0,-254.55865811604355,-247.14634136176363,-270.2606730091509,-266.7115284049739,-246.26632551336027,-266.03404123270167,-253.26587276698191,-227.7112150958196,-250.42725185019677,-243.3985478583424,-249.0934355906426,-247.85361015154936,-253.66794174930845,-222.7420598356869,-228.19797055566556,-181.48828190822076,-239.8215182772726,-251.34660847024105,-255.18718776590956,0,-237.71490074554822,-236.65264092323176,0,0,0,0,0,0,0,0,0
seq_337,-262.2598861720345,0,-257.0798093851617,-263.3449368038051,-282.9920452400034,-278.01078911670527,-256.1308055647703,-279.2523049587134,-268.87779867348485,-258.2919089550125,-256.8070710573139,-287.1412430408232,-277.8523825310999,-271.8938963457314,-249.37710573629306,-282.60310565105345,-285.77702426404045,-273.3895303030715,-261.342285735134,-262.4647629264921,-272.8947422731889,0,-256.3536283570921,-247.93605550842153,0,0,0,0,0,0,0,0,0
seq_338,-232.02406797056796,0,-241.39184750266054,-264.25427227098703,-277.5573049859997,-248.20177374481514,-245.93361811699535,-257.7621296021642,-232.79328129898505,-251.453038641134,-251.3454265475441,-260.3329795337265,-241.4834152209677,-270.42376211666954,-248.25782453504863,-276.3593369699688,-248.57230527801514,-278.3549056233571,-251.2629317809369,-236.5102550910037,-274.6379966176194,0,-234.5033151643283,-237.7955060621658,0,0,0,0,0,0,0,0,0
seq_339,-259.30985208830646,0,-263.37356716820426,-260.24821043495183,-281.3737552441793,-280.9152594366428,-258.4131215644353,-278.1294329689268,-259.8096277457323,-244.4150988120302,-261.0763328129127,-277.9774457285668,-263.654273076329,-257.3051494899099,-259.2176000212283,-274.24120020428825,-272.04382393485355,-268.2549006537007,-250.28181231436744,-261.47757808236673,-265.6412492077789,0,-245.9851868474084,-247.00774185051165,0,0,0,0,0,0,0,0,0
seq_340,-263.1181117150105,0,-248.17108789026366,-293.40129318375654,-293.08777734602876,-290.5023511732052,-271.72657753361415,-287.9382936670117,-284.98520656962404,-297.46885547754107,-266.58912837404756,-292.99323237132046,-282.61848793242183,-309.50121102991346,-268.1998609799545,-315.3563523285029,-294.262853001911,-328.2739693658625,-297.68616108330264,-268.6515641724016,-310.1703435940238,0,-289.8734702214117,-287.5027968966293,0,0,0,0,0,0,0,0,0
seq_341,-255.0344448000652,0,-251.7562036058811,-255.5383508788378,-269.08350647978347,-271.924624901764,-249.93664151846838,-285.6787127404006,-272.3203864081252,-271.69180955434047,-245.62767910273317,-291.0655236941549,-269.08577392987496,-276.50670916612614,-254.0353274000267,-284.99028732539284,-288.81323851777137,-305.30638577533915,-264.1728234063497,-247.90491556421404,-281.23328531619967,0,-248.71701821911182,-249.71289140960607,0,0,0,0,0,0,0,0,0
seq_342,-237.6307943189785,0,-246.337171780523,-251.56484494574534,-277.2374086868926,-265.5043330298375,-240.43765425091306,-262.76475663161847,-237.09099823735082,-238.5249012337062,-239.24830181946197,-263.49261631575484,-245.3638816461192,-251.33439094542442,-240.73202218818562,-262.5785356655227,-256.13413766368376,-278.86142779327395,-240.8124095902812,-244.24804245242493,-256.7577074340885,0,-235.65282784721552,-238.33816378860007,0,0,0,0,0,0,0,0,0
seq_343,-255.40046686606811,0,-262.2285497683392,-245.2341028865008,-286.5029093726287,-270.74350900389874,-258.11462840108913,-276.69939970439293,-264.32260815668775,-237.51677809333785,-261.5538752202727,-255.43826069916508,-256.7337047842322,-253.71368028035164,-264.27899920963995,-233.0333154275346,-239.51873458522917,-205.9245891617436,-246.5813453285873,-259.56191811168617,-258.3648765298594,0,-243.2777112326019,-245.28480744013922,0,0,0,0,0,0,0,0,0
seq_344,-255.0869170203423,0,-246.20977155915398,-245.45360365324453,-272.4993619671451,-252.0434652214824,-232.96922110324235,-276.83776518622284,-267.28225292825607,-272.77119494767004,-240.6662189617057,-283.3252251001048,-259.31881075407443,-275.7730787269334,-262.06293003131276,-282.521976693164,-291.30694381438445,-305.6812163535572,-274.55520950707665,-249.6082121032585,-290.30519623590607,0,-267.9702150259632,-266.856357644856,0,0,0,0,0,0,0,0,0
seq_345,-234.40018185434465,0,-246.7271947731946,-239.48917974500716,-274.538593253872,-251.1246397051317,-240.4839035914923,-264.2955724526551,-247.3889288396733,-232.78611325876003,-244.90910602134974,-263.13371628870385,-239.20811071437137,-242.1008154839856,-240.57496160485132,-257.4316665106226,-260.3960693703255,-274.3143284696804,-221.36441706338013,-238.25152305309507,-252.8115539889028,0,-220.4653524289731,-228.56664092718358,0,0,0,0,0,0,0,0,0
seq_346,-254.0462283243977,0,-266.25167462698016,-301.7795863797402,-289.2217820316866,-289.01992280598927,-266.9573162886351,-280.0848762952096,-265.0103644709536,-290.1866715796616,-287.43734147564214,-245.45129921291075,-261.0754949309657,-314.19589086337646,-288.62812468009093,-263.7409475689585,-242.77636164038043,-258.63677597363244,-295.4654485870701,-269.036324680522,-306.9167881593417,0,-285.7992067889034,-288.87173667529436,0,0,0,0,0,0,0,0,0
seq_347,-254.80661760083916,0,-265.23837036375005,-243.3511347109591,-281.8078818026707,-279.88493287976905,-251.99814557356046,-280.3546412948267,-265.82449879808405,-235.74722435863154,-261.7104165110045,-255.3043150403671,-254.54873014733533,-244.53930658736775,-261.68668133564506,-225.50133575196847,-253.38876702473647,-233.81687141458482,-241.2835983213049,-261.6698352341883,-262.6354970655099,0,-248.80739780756227,-246.53250527193043,0,0,0,0,0,0,0,0,0
seq_348,-248.87672586827156,0,-241.76898444118552,-246.450030119246,-270.2842321664618,-265.1658274182657,-241.30478462988773,-248.22541205735715,-263.7844905629105,-243.11450300921044,-241.0199911856206,-264.21921989660177,-258.38105479088307,-264.39677145067196,-241.9322066844996,-267.7395060302453,-277.4537826859903,-278.18606019821914,-243.39596589915223,-236.04183025419002,-265.29260502833154,0,-243.86802809703656,-238.4138194043722,0,0,0,0,0,0,0,0,0
seq_349,-261.35586789218235,0,-264.504359264951,-257.3211104903541,-286.9705695597661,-281.8075066281396,-260.99956987642753,-276.8115554388516,-261.2260460312238,-247.22631753113353,-260.10198310708864,-284.2294887967692,-264.01105558279755,-253.75314186316388,-257.7984619362761,-280.2714808124694,-281.6972685597952,-269.5940846856875,-246.9293356588716,-261.52446103414167,-262.55417355574383,0,-248.4424862781613,-246.19493918956894,0,0,0,0,0,0,0,0,0
seq_350,-237.03417032225468,0,-251.0188906014776,-274.6960634202713,-280.6004739062149,-258.0895337806919,-247.35030537437606,-258.6046445607376,-251.59413043825762,-261.2023748599345,-249.59083218334618,-226.7233717753851,-236.73229202390877,-281.86685252186965,-250.54960678579698,-243.51866021336033,-231.33341633715443,-265.71510191854077,-259.3425816408049,-245.25946152308282,-280.16479223351297,0,-262.3363639173987,-266.5098379435402,0,0,0,0,0,0,0,0,0
seq_351,-234.5235036497476,0,-238.9772285376457,-236.86507110640912,-270.16953533213217,-256.3796947908719,-239.505176343885,-260.4891057298878,-239.93558663503538,-219.79590411824398,-237.05717027080232,-262.0592975796877,-246.85461622694166,-241.04696495437972,-236.14361812105648,-251.78047631394986,-257.51816498385216,-265.0793212017743,-224.02446063406043,-236.01129247414318,-247.36493341047213,0,-200.13543132497253,-213.49828871352227,0,0,0,0,0,0,0,0,0
seq_352,-237.7321770000069,0,-245.47853053764106,-238.92697757768093,-280.2969663792501,-257.7804748840202,-231.5474428450356,-262.24841049427715,-249.54548468024032,-238.4227561126586,-243.27951139991478,-261.86601748982605,-240.402680092461,-250.50498490547437,-239.1290101212172,-252.91998280203106,-264.0151138468624,-277.2929715171652,-234.45689747835056,-237.84024971431793,-241.94250644903798,0,-237.09802334470416,-236.19939633363788,0,0,0,0,0,0,0,0,0
seq_353,-260.97298224014924,0,-263.37822414266617,-264.33126215945754,-288.4196816712202,-283.9254751893179,-266.17034093610994,-285.75395464584284,-263.48798265089897,-249.18457064146963,-261.4960403496254,-281.9923796708328,-268.1459586736508,-254.50797632963767,-261.1454452576143,-278.3946582823071,-277.0727511236494,-270.6377010015167,-250.38457716296398,-266.84992779867,-268.16369432415485,0,-250.24089645569893,-249.95221561854646,0,0,0,0,0,0,0,0,0
seq_354,-258.25711464921204,0,-263.80939095682584,-295.68411591496374,-298.3878864881591,-259.9827512520702,-262.91185081111814,-284.6413575832762,-269.5918059608529,-285.33531751378206,-274.37768860168984,-289.5317347780788,-267.77808431083037,-303.77248982951807,-275.14773796618255,-314.91244453281996,-289.88735175509476,-326.04672193490717,-288.1444891021584,-262.54160661006665,-301.2752014705585,0,-282.3424559419489,-278.05399437071287,0,0,0,0,0,0,0,0,0
seq_355,-255.64581880964514,0,-252.85873207233126,-253.25372168823324,-281.2076538711787,-274.14021379155156,-250.30090626558152,-271.2033904424254,-277.54420486516,-256.4962858840224,-247.14022323331207,-282.1300078849341,-269.2737997792638,-257.6978255397359,-251.14213414418703,-277.1957846964667,-281.6258563594942,-271.16650982080273,-251.5941266552188,-252.69966762707875,-276.73668625954645,0,-257.11492104744514,-245.49891261443585,0,0,0,0,0,0,0,0,0
seq_356,-251.20415046211562,0,-261.1877305398571,-246.0783864555794,-276.5646409916003,-275.7345158977092,-247.1365453971946,-269.3499637402048,-263.3832528594334,-234.7118670218323,-255.83503402599038,-252.15578688411892,-247.07829470220216,-247.49844538687265,-258.5610185137683,-220.05972399628243,-247.14462416413636,-231.15347996787003,-235.7522644395449,-259.2603657549457,-256.15916322000106,0,-248.3714180492465,-241.89687809459556,0,0,0,0,0,0,0,0,0
seq_357,-267.5213206540511,0,-266.9265721039103,-262.9754328538653,-294.38370470797634,-288.4969161822827,-263.6762645714136,-277.24965076109123,-261.36238524919713,-258.0525535234391,-268.31260272233936,-283.93631343463716,-272.58493040915994,-267.75422508502993,-265.24342473668037,-285.26005510586833,-280.0888577506686,-280.04917572326093,-261.01647823564997,-268.55756074035565,-270.18636988396156,0,-259.3530037570678,-258.88255359479433,0,0,0,0,0,0,0,0,0
seq_358,-240.86468383134593,0,-252.35168222056734,-274.20831025039433,-288.31728746857266,-240.4985297497102,-252.40300538053845,-279.0105196632935,-252.70980738187689,-273.3625815272515,-263.175959391135,-276.4234897177657,-252.60481416102658,-290.5578238116179,-266.8371196090289,-294.4528615709089,-258.85096951155106,-305.7266831726516,-270.94396738770575,-250.5442088629985,-284.949698329476,0,-268.93045452684277,-269.6305662019314,0,0,0,0,0,0,0,0,0
seq_359,-246.8130592598272,0,-251.6341352718104,-232.68719270757617,-274.65992950456575,-266.34507657932176,-247.60189427034973,-273.1067432272749,-245.23244557173325,-226.6319590168412,-248.49706869129187,-274.2841984412127,-252.51660011802136,-238.68120342163323,-247.86606348446435,-257.7604152892261,-259.8462155511973,-245.7411044196297,-231.00519920072512,-248.22952694503886,-247.2323348900337,0,-229.87466230693295,-227.88265842816676,0,0,0,0,0,0,0,0,0
seq_360,-257.26469521373906,0,-262.29102854944966,-263.0732863505508,-286.27944222686983,-277.5245891352254,-258.5985645089907,-279.7559111749885,-258.402796817913,-241.73034229656986,-262.9434717653665,-274.1656404127112,-261.81000386006576,-255.5298957036636,-255.66480299718395,-271.3781956221157,-266.60738093458025,-265.8016932506387,-246.73599759130323,-258.5079933567074,-267.97323378957265,0,-244.82265325056312,-247.75999374577634,0,0,0,0,0,0,0,0,0
