seqID,DBLa0.1,DBLa0.10,DBLa0.11,DBLa0.12,DBLa0.13,DBLa0.14,DBLa0.15,DBLa0.16,DBLa0.17,DBLa0.18,DBLa0.19,DBLa0.2,DBLa0.20,DBLa0.21,DBLa0.22,DBLa0.23,DBLa0.24,DBLa0.3,DBLa0.4,DBLa0.5,DBLa0.6,DBLa0.7,DBLa0.8,DBLa0.9,DBLa1.1,DBLa1.2,DBLa1.3,DBLa1.4,DBLa1.5,DBLa1.6,DBLa1.7,DBLa1.8,DBLa2
seq_311,-254.65950386716082,-247.13711815997064,-254.71479189587362,-248.38390281831644,-252.3529515167476,-269.59648909812324,-252.01516595215216,-256.398586928081,-257.2284319076294,-239.0974222958727,-257.9891103140924,-272.11922113787597,-274.39769192523977,-250.5031656951647,-253.2751785777899,-253.15902877026295,-268.74533126989536,-252.44002607913714,-240.61869024183554,-254.6635549377967,-246.40603410084887,-258.122235392319,-245.40902618635587,-240.71094163159026,0,-241.87116572476572,0,0,0,0,0,0,-247.33523481914267
seq_312,-249.1540122606814,-249.3912645779823,-248.33466806002266,-230.0852500053449,-248.20635003980388,-264.27043230625105,-244.5738753569016,-259.7872458047519,-267.12760409951164,-230.20823347143113,-250.34419720755574,-273.2994167341384,-281.17791756967995,-210.33995178442984,-240.0689154086361,-253.1645816070154,-279.0520470189353,-255.48459425087884,-228.50248587361082,-253.30771804922318,-239.2786816521154,-254.12431650623134,-242.19790948579447,-240.40945335291593,0,-284.1148339225478,0,0,0,0,0,0,-246.97672608935198
seq_313,-249.57453757524632,-251.92951868827873,-248.5105941387278,-244.3187261058112,-240.5211746255298,-256.6227642733649,-242.3926452576862,-252.64282096289705,-255.45425666028757,-262.3050460250352,-241.6263863887637,-272.66909698615063,-277.6414497959359,-254.6723172608353,-233.93835275791295,-265.7995409324181,-282.61825803242994,-285.6124799101891,-258.38729576716247,-241.1441970592083,-244.83688491990875,-260.400996781689,-243.40379522117533,-248.36842283558528,0,-302.6990865914158,0,0,0,0,0,0,-252.14340924609974
seq_314,-260.82743955513206,-259.0444836839725,-262.75113514521775,-247.7444106858628,-260.7077953628988,-272.67965088783,-258.5524916059835,-271.58090520392517,-275.4751476778061,-242.78645514388913,-266.07177203973106,-284.3769552149447,-291.13746714934945,-249.69996270530618,-253.7452503341422,-263.9488226684649,-287.01175867753943,-269.5975628661104,-218.321801479827,-265.0430470747495,-250.20433634398353,-266.3470251778257,-251.6655510138586,-249.50239793027353,0,-288.6455833105398,0,0,0,0,0,0,-254.310279142874
seq_315,-251.41651728645346,-262.1615466057466,-254.47532049919843,-269.995078438715,-264.1515050452025,-262.8182184291681,-259.1511497738164,-265.5784407825058,-262.42076869897215,-271.5512608129325,-253.5575822256226,-275.7933304036579,-277.2264851741314,-279.2592095370379,-262.3004924543104,-279.44392185807607,-282.0621440145998,-296.4694132521012,-272.9874678568954,-259.5416656542456,-260.66624074790104,-271.5213677531259,-259.44574095817217,-265.8575183105847,0,-308.0912440645195,0,0,0,0,0,0,-283.2386001690957
seq_316,-265.8961634282131,-256.74055287365377,-266.71391585910504,-258.12044840069643,-263.31072756149763,-278.1481966837452,-262.3998564244802,-271.99501497089557,-269.8575526409263,-252.56855150367747,-266.33747005149905,-282.6154257565053,-286.11039185652834,-260.031402812604,-264.96579697701,-265.36732921413596,-284.771675201245,-262.02701602090895,-250.43041525970187,-266.2130586118036,-257.44998588976927,-269.1623474689631,-256.70071552193076,-251.90411242444222,0,-225.3421547572743,0,0,0,0,0,0,-257.511968946079
seq_317,-291.1642674200671,-300.6478159863689,-293.1109323516235,-306.72912010702015,-295.11404643547087,-305.2757426469195,-296.98311015308377,-297.20332734536936,-305.5480040093173,-316.07721993146436,-292.6747004375742,-302.15314308409995,-324.14954447874214,-313.214989265839,-296.84451958620065,-316.73150669052916,-321.32736812081896,-339.5949268193368,-312.8377269462202,-287.98165942767764,-293.5731299658543,-303.5993768929083,-302.21272879915557,-307.4857110425402,0,-363.83641935811244,0,0,0,0,0,0,-312.95418926780883
seq_318,-252.62426320291735,-247.80983501462197,-253.61852970844214,-242.53744311927144,-245.86041498624346,-264.72931851942667,-250.9919318770144,-261.58868850718443,-258.90649271878044,-237.51889703252317,-249.02147266619346,-274.2208408127983,-274.2212418241295,-248.92319990573353,-247.53507321520934,-257.314239790929,-274.6723967995428,-251.5532347625355,-231.20000535326474,-249.4106786672089,-244.2012307304469,-265.97135054887354,-243.8874952227048,-238.46260979389317,0,-233.05817120406272,0,0,0,0,0,0,-244.8143390009046
seq_319,-239.47953898603654,-237.01743834133293,-242.56813260451432,-233.96815968744153,-239.3137478202851,-255.0952284204051,-240.375698212461,-250.09195130838853,-246.5416788931823,-196.55978882924336,-240.25244247028672,-262.3839598487903,-263.210819591077,-229.40329483717667,-237.04528604391447,-239.1037491811391,-257.92150339770103,-244.84163947639303,-223.9493719812524,-242.48183781727312,-231.5259199578954,-244.7830336656558,-226.66966340102863,-223.98032803588654,0,-272.80394468434287,0,0,0,0,0,0,-231.68455045186505
seq_320,-262.4732750830072,-254.3245952235829,-263.5613107987242,-253.58926903866754,-258.64401106241,-273.3179600222557,-261.68035208269157,-268.4908099899126,-265.10814694071826,-242.7329442687246,-259.6927000397353,-280.0702958436395,-282.5697465772798,-258.44418099978697,-259.9328639868173,-264.5377041171994,-281.9570842086193,-258.26721335252796,-240.33271691878267,-260.1671801681563,-254.22275498508188,-271.2111247020838,-253.09735579083977,-249.09751124989054,0,-235.20047650472603,0,0,0,0,0,0,-249.75480138764922
seq_321,-255.44373993135073,-251.8038294226371,-254.33951545609062,-246.81723898743724,-257.59827296267207,-269.6070683088882,-257.1596980521414,-254.42688976060668,-254.0283458390586,-243.6285019115693,-259.0815577625468,-248.99527799478764,-237.10259124130786,-251.8389411766436,-257.15375146457643,-226.48459195709586,-226.53780292925296,-194.60133543213357,-243.7560022635668,-251.36589744976226,-244.83902285360705,-234.61353145143178,-251.57431374576467,-246.94540173869396,0,-255.28584212234836,0,0,0,0,0,0,-247.03655058370862
seq_322,-270.55871443957165,-280.9531872053031,-261.7734688472945,-252.69083069002397,-266.0366200717499,-281.2518427582646,-264.13179596444996,-281.1235972814715,-283.2680995530608,-271.7775038832234,-263.1811615543893,-302.3046247775483,-311.8474836074318,-266.7118781194431,-255.16150232513542,-285.9960684163458,-308.86916289301973,-282.24980030307756,-262.21757019665665,-267.9903897488353,-265.41896752870593,-283.6831992164535,-265.7028110719827,-259.7930931523072,0,-307.6465025687059,0,0,0,0,0,0,-227.72541636415986
seq_323,-239.46404824293475,-256.35331538284214,-242.81342890923008,-262.86565655855446,-251.1322116633009,-245.1935007219808,-251.56403096064324,-247.72358471996046,-249.84792458226818,-279.1329836817683,-243.17769064887733,-249.32540715433436,-275.21170167049286,-278.72114914810004,-251.2898887851857,-279.508292986944,-268.97840002550413,-305.38744765903664,-273.81527152201744,-240.89291250282196,-253.08010603983948,-267.6526586682955,-256.2090036750862,-264.4679475565902,0,-321.06427105640967,0,0,0,0,0,0,-272.6925166711086
seq_324,-247.13881140760114,-246.8373550535379,-245.7732895713696,-226.81815717724783,-248.35560182115952,-264.90054331880543,-240.63793761999733,-261.5339371631904,-259.1506568276077,-235.36266436779792,-247.54752904286343,-277.671675062139,-277.14882093605456,-202.7734248995464,-240.19498618460955,-248.67157185670845,-274.123440058012,-253.6491577970882,-225.84144752388752,-254.89012446692905,-236.36085878309643,-251.69548400814097,-243.3674599477497,-236.56373245147512,0,-274.1874155285932,0,0,0,0,0,0,-240.91870481173106
seq_325,-228.70718800002473,-240.19711521105734,-225.44900188414607,-233.70471426190187,-230.97038412702122,-234.61648278532095,-230.17109947863176,-230.68874431636723,-241.64955492202512,-252.38415281910028,-227.11079854404048,-251.8920785034036,-264.6125781013185,-247.22663608100146,-229.07103837255573,-254.28803689790314,-262.631689028229,-271.3867270668269,-246.47363442302023,-225.11762262270324,-225.62532500117572,-242.9189804132976,-235.2283995273905,-240.70970080911118,0,-290.16508971084477,0,0,0,0,0,0,-239.94632861312144
seq_326,-259.2974693382805,-251.55753374496203,-258.30101842732626,-247.1437650940066,-257.39316666859867,-276.9117318020672,-256.89935152856015,-268.4255657526476,-264.13101915989455,-245.30560754658612,-257.27260389164275,-278.4490202089439,-277.9521104822507,-254.64168524087586,-256.263203695992,-262.6926749432605,-278.0237088502912,-255.08648677657055,-241.783079496356,-259.30034682109437,-243.79032925243746,-268.5508420354995,-251.15106270297952,-245.3184992546607,0,-235.9380813502843,0,0,0,0,0,0,-246.83055823289789
seq_327,-231.7659763586001,-224.68795620897993,-230.90998201101246,-227.30280521803655,-225.49450740367737,-241.49577633312327,-228.97905522151711,-240.23284589193952,-234.86620426979374,-226.88309875828432,-227.8564769823593,-251.28271561387672,-258.17897500554784,-229.6030220689622,-223.8213537064254,-233.22859787235302,-255.02850996396558,-253.9757041611625,-228.28078279394936,-227.53198128306107,-221.56375885397972,-234.28172114639096,-213.3162673151263,-220.4889173122614,0,-279.0766038121545,0,0,0,0,0,0,-242.71313179587042
seq_328,-260.6340792991019,-254.6250018019674,-261.1107663749637,-253.89477893760113,-257.8011296327923,-274.2973663480461,-264.18318649077077,-266.06002592296795,-268.8624010375559,-239.00852129776376,-258.8130928781144,-278.573799948064,-278.01000327368337,-254.86164623126473,-258.9341998642376,-262.31557987990243,-276.6639968957792,-255.46350542626615,-243.70456277144103,-258.87049029688734,-252.9442786006059,-268.0407301008581,-253.3318175117121,-250.0422308858577,0,-246.5416967180466,0,0,0,0,0,0,-245.0125269657586
seq_329,-243.20161671410932,-249.36532220240863,-240.6212816181466,-246.9898260600129,-239.98510981694812,-243.2809006242169,-239.77106898203195,-247.68616223345552,-251.254070033535,-256.4385987739795,-234.04495352835272,-261.12024926691146,-280.744351940294,-262.27516151255304,-235.16442818357143,-266.5820359089188,-273.316118771233,-286.77899682861266,-254.9378451945791,-234.38712077959184,-246.20002069779198,-254.40870117086686,-240.1282285069385,-241.15593843749178,0,-300.49586151081536,0,0,0,0,0,0,-254.28219200870532
seq_330,-256.71156750686936,-251.07261332005294,-258.0195811312463,-248.66018029779678,-255.79429055989183,-269.786555156047,-257.1649763345818,-254.12317748161843,-257.42373110545867,-241.2584325013751,-258.37533106589393,-252.03975974123338,-250.6057599532639,-249.2460110413104,-254.2716265305711,-231.1758000970547,-240.00667144177228,-222.5940793614523,-243.62524820682768,-253.38685627832098,-247.67530335098252,-236.969643355812,-252.3996425643695,-246.49493792824615,0,-256.2276271099134,0,0,0,0,0,0,-240.21013787023696
seq_331,-258.21025620893687,-257.6208755840902,-258.6576101933235,-244.47998536860214,-257.9025080015657,-274.1877067296593,-254.28592870072785,-255.926277499322,-265.27770661354486,-254.04264694354882,-261.39934143117915,-263.09349715616673,-257.7879988598937,-249.37406688081938,-254.50606515291886,-243.84791719398092,-249.52330759454182,-234.07188827872753,-247.90801827981457,-256.346038862764,-253.63068659651012,-244.17556577010424,-258.8904846360065,-254.56674267685358,0,-259.36602346061466,0,0,0,0,0,0,-243.1717345529532
seq_332,-256.17603152635087,-248.91457990167905,-254.52691295165394,-238.3927507295732,-251.91961742802613,-273.06861251558337,-253.62835800791638,-264.81203340028895,-260.57820436445564,-239.74489869559116,-254.1445492952286,-277.2203642399051,-277.0261491686467,-246.57604086966074,-248.83399552164994,-256.5163214820564,-275.10378691455213,-248.1201411693448,-235.76027622723805,-254.90382316740403,-239.5554844961135,-264.86912943868236,-245.49145064530288,-239.601306240201,0,-229.24534876138938,0,0,0,0,0,0,-240.32669863459458
seq_333,-239.6256760926949,-240.11095506202412,-236.74564215424533,-230.9471403531713,-237.40351913299057,-239.52175656689488,-230.63488524541015,-254.29397051773077,-243.67280598959238,-248.37335567525443,-236.01741553167497,-258.4501482073692,-267.5037020057793,-250.2177262760157,-228.8945330192418,-249.3023414929467,-267.9673747121497,-268.35110588896265,-247.9783209443672,-234.8203851606432,-238.18782151257835,-246.55800905920313,-223.56070635208943,-224.3161759210812,0,-282.53503066751995,0,0,0,0,0,0,-244.1797831637133
seq_334,-230.891631873667,-220.6907232723105,-228.80186803728853,-227.65805078537468,-229.13102723402835,-235.9302287814963,-229.54206346841937,-242.00059330730141,-234.27824315644565,-226.2104295591995,-230.2348303250889,-249.41366031223626,-257.296765162237,-234.68732029275958,-223.4839067175048,-231.41351728599113,-253.82962028126252,-252.8943977597009,-228.06705022521717,-227.39121612539546,-219.61676097010496,-235.66281553395072,-215.73762090290379,-220.10204576850725,0,-273.8437172901264,0,0,0,0,0,0,-242.74365649726911
seq_335,-257.5527904027141,-253.23529430396943,-257.6925925215448,-251.7585820742618,-252.32113703371502,-272.20201656292926,-256.13742706829754,-265.19344054948635,-262.36878748848125,-241.95815324854058,-257.6747818871945,-277.8452941902401,-276.12163495125105,-249.8701375077373,-254.99618059813682,-256.88020301364503,-273.76394073431703,-251.42611165249934,-243.64133425849857,-255.9346002584848,-253.60001154140173,-266.20687514776426,-249.64343489011267,-246.6958841537633,0,-239.3314087216415,0,0,0,0,0,0,-246.7077070448299
seq_336,-243.52359657820756,-238.5435484696024,-241.76552480895188,-236.5734135779453,-244.3709684558192,-260.65736770395796,-244.16079492816257,-240.8609306924953,-240.5871517476998,-231.04024930995286,-245.78125360962702,-242.78416018694242,-226.10911847758786,-239.71219329590824,-242.55771641979996,-212.62726375748895,-214.96779925352536,-182.593115672214,-234.14361415879276,-241.00752534442165,-233.3605636398796,-223.67072365401026,-237.5387844423153,-233.50107455616669,0,-242.83695183623178,0,0,0,0,0,0,-232.6292743060419
seq_337,-259.46643595660896,-260.1144514555396,-257.4581118365146,-249.0040461325991,-256.8995971545285,-264.43682238329257,-252.8693748814711,-273.7964080594216,-263.74291418730144,-251.06709326646265,-252.8885452904747,-291.2706224011506,-283.90809062505565,-263.60005996540315,-249.0307346531417,-267.78571394234285,-285.88579469531834,-262.84968232344295,-251.40211033865384,-259.3079422164348,-254.42720064871313,-273.09950421488963,-247.96590987750244,-246.41588626846442,0,-278.181619201421,0,0,0,0,0,0,-236.27760968880426
seq_338,-230.4287735362716,-235.53021740234826,-232.92544009974137,-241.59517172449813,-238.7870957844194,-241.5736731662804,-237.06448399019848,-235.11104309014365,-227.36495572528182,-246.16604696393244,-241.1595667562356,-248.95786075867682,-259.99719021795397,-252.08296031948817,-241.43528054950292,-249.98242814738677,-256.4214813726892,-268.6431152348858,-242.72996911805592,-239.05774862378482,-236.16001093235047,-255.87982151588588,-233.99478086398165,-239.39786345715186,0,-286.0278211384166,0,0,0,0,0,0,-256.48376696611336
seq_339,-256.3117970064213,-249.38941312203326,-257.07439984943665,-250.8076312953533,-251.59722009376574,-268.5044198717091,-252.45852303483764,-261.63686163818653,-259.99223705728645,-242.47398667682066,-255.5071082197061,-271.4962343836521,-276.13073031148826,-251.5750477885839,-254.47704008803774,-257.020860068691,-274.9305669101076,-256.77113467478785,-242.10311208845002,-255.2240657329497,-248.44122423434547,-261.04503993599485,-248.46937999866722,-242.59538785565357,0,-245.12792672128447,0,0,0,0,0,0,-249.15752214717142
seq_340,-265.23279599483027,-290.18691427013795,-255.02530529482874,-278.75973095218427,-275.45735149254153,-278.9405043572334,-271.4750934852759,-274.6312684491659,-282.8593707678356,-293.30374302102484,-270.37804002596073,-290.2097786974274,-291.83266873867683,-297.249969221558,-265.5501983326182,-300.25481193725574,-305.32821375467944,-321.96310283944047,-292.91573069341655,-270.69955221650287,-275.44265959120213,-294.9097487563037,-279.4388782597869,-285.24015690573384,0,-338.6300082353435,0,0,0,0,0,0,-285.53449511131373
seq_341,-254.62085673761868,-262.08937111032225,-252.57654096847227,-244.38458148328178,-248.69651293695046,-257.22179510905255,-243.88162532526258,-264.55596731114,-268.66154770659983,-272.4856528115955,-245.08901187241074,-282.7576251274024,-291.29576784955503,-251.08545543647173,-243.27014734611123,-274.5897004133272,-296.6754969322957,-295.2354931431871,-258.3178212646504,-245.907341462137,-256.7614344067499,-262.9693161645931,-249.92884079381716,-253.63499931607208,0,-314.9307891683581,0,0,0,0,0,0,-251.58119457378533
seq_342,-236.10820760340962,-228.25902464309664,-239.6313108409869,-242.83719760643956,-236.8851245571262,-251.05436293070898,-238.6346433903039,-246.8335829450822,-239.2781052053772,-241.14367202968361,-236.38828396834734,-256.1134476264207,-263.7942499065753,-245.81007103473883,-238.81807393744683,-245.71903248566758,-255.71770689225022,-265.9909728291048,-238.67848470435823,-240.27743795149394,-233.2582756009422,-241.86857497789597,-230.39543851378573,-234.99478953329876,0,-280.70132836921783,0,0,0,0,0,0,-254.01013737755363
seq_343,-252.71293463154717,-248.0910211537232,-252.50944765546745,-245.5591839185568,-257.615895549237,-266.9885182655932,-255.1809760742882,-253.611787870088,-253.29873862339966,-238.62404480660243,-257.94975129691113,-246.69226027814207,-244.38656072177068,-250.06828602667713,-253.26383169794377,-221.53908741907676,-229.83472651704176,-198.1258823298777,-241.49813391729404,-250.54582716171836,-243.4205758759578,-237.40026543855305,-246.1830336365756,-241.98978591301264,0,-260.4694163410662,0,0,0,0,0,0,-242.87090402356014
seq_344,-253.16193710575916,-269.2539963955798,-247.28015821657485,-246.01560194568356,-252.64185021340654,-256.6296000022317,-244.63157910127987,-269.50135822899256,-265.6188913772933,-275.6433553283183,-244.0038800193144,-280.1537689735293,-288.82076771344794,-259.24101708132673,-249.74717301496202,-281.29359746284194,-288.7637197362778,-296.2202962490549,-273.13862524446625,-250.6618888879689,-258.5264902161585,-263.0472161864418,-255.3405434622411,-264.030022712954,0,-320.10381502510785,0,0,0,0,0,0,-269.4861704858327
seq_345,-234.5412031635176,-232.75902748212482,-236.46497098441554,-234.51649933649932,-234.3751154405522,-241.1179044548378,-232.13242730638484,-250.96466161342084,-245.20367071146376,-237.0485361321179,-238.94544416091776,-258.1085196326491,-267.3909470906151,-232.40092856860196,-232.64413238026148,-245.57452340457635,-266.4174216041829,-263.9833021243402,-218.16252256328613,-236.603040640519,-227.35957283361142,-241.77519419824924,-227.06937640012544,-228.71430722549044,0,-289.3959907109826,0,0,0,0,0,0,-248.75688729732497
seq_346,-259.5162992521795,-273.27925229285194,-263.3769854090566,-288.18460398064025,-279.04747751219895,-278.4609658159981,-274.8350640706151,-261.59634174512723,-256.0195367274821,-293.58237344274534,-280.78820652546756,-249.09309860791538,-234.2032229156697,-300.01270311878096,-279.2103951621916,-253.20549427532083,-230.81399464124837,-259.40433789202797,-295.3606647868738,-265.78720821690683,-277.92212410911037,-250.91246055577258,-275.5916038002011,-289.1269332232176,0,-323.5479560528442,0,0,0,0,0,0,-304.5138892118194
seq_347,-254.56077538738217,-252.5375692455911,-255.95788839837832,-243.03441447722784,-254.18104472833753,-270.6305532375204,-253.53928285688576,-252.9630560396017,-261.8191822630352,-239.0050348371406,-257.11046180973403,-253.2232815266241,-254.83232018155405,-242.06917000605836,-250.33116533777746,-232.95846792403051,-245.72736334561696,-232.3441367764196,-238.28674655278834,-251.57531235636617,-247.62715429113948,-233.64660325179202,-252.64599427281877,-246.50489931423175,0,-263.168667734597,0,0,0,0,0,0,-240.92494072026048
seq_348,-244.95429555770983,-246.50961522704668,-240.09584931413403,-236.5746158426675,-227.24885385510723,-252.36283700913805,-236.51089739858742,-248.22841274749024,-254.99899343120845,-249.6026042878723,-236.25690683529163,-269.987255597737,-277.7062942207585,-240.6495008872408,-228.24428273720545,-252.74291725921825,-277.1011171013931,-267.66600885225785,-246.56287137112304,-235.00295457203987,-233.51523564431378,-252.4732961542432,-233.92457543549438,-229.15024589560656,0,-293.2631850769608,0,0,0,0,0,0,-242.653838750439
seq_349,-259.5376906900956,-249.30118142679478,-258.9722974787789,-247.837212572941,-251.18224370055972,-272.4005263560589,-255.07650101682117,-267.53712233451535,-263.8134427535848,-243.41597205441872,-256.6134604613083,-280.3285023000583,-280.9195062417047,-254.37277063145658,-252.02101730365996,-261.6230021511177,-282.3571815296495,-258.7370342124296,-237.62363644515534,-253.9183469694184,-245.38327113861138,-269.772335900127,-248.40434385488348,-242.79457482606836,0,-220.20385108663595,0,0,0,0,0,0,-246.02615839457528
seq_350,-237.0816503429588,-254.172597887041,-241.7441955256779,-260.22171872795735,-254.4735528062533,-242.81819918536655,-249.92948812280972,-233.61663252209857,-246.589350757825,-266.0590378296342,-250.64098486243486,-218.22197536833704,-242.02198960946666,-269.78946468621007,-257.92831446590003,-236.26556010661162,-224.2392785584123,-258.6843763296026,-260.9264188596134,-242.4848054976161,-249.42823730048767,-227.69972356503254,-254.79066958258025,-260.31649344795585,0,-297.66700396136434,0,0,0,0,0,0,-269.47972588991627
seq_351,-231.35271527588185,-221.873829803117,-232.08378069999898,-229.4105197424225,-227.2529697850646,-242.22128598616877,-231.57296563058978,-243.4453538507892,-237.57907974349166,-220.27192015162862,-226.2795546787752,-259.5581982987962,-257.18105798645826,-232.94397931120503,-228.74212043365733,-237.86166422310862,-255.81588118648952,-254.56057847543292,-222.6191195122661,-231.68431944960204,-226.33485779108904,-241.2325383218159,-220.05525668306905,-223.74077889218208,0,-274.4943626800089,0,0,0,0,0,0,-246.34859834379935
seq_352,-236.16798410406327,-238.36247974883696,-234.91814846655956,-229.87444135160385,-230.13417576138275,-246.09169885453866,-227.9030869730623,-245.50030296718145,-251.35989527900597,-242.82956578706953,-235.62793748151233,-257.62178005096507,-274.27805031688547,-233.03361415202204,-229.23449994849784,-244.63720314843764,-265.7154965125073,-261.8835220344921,-236.13976906396127,-235.32308907707537,-226.99279968847168,-240.56068949505442,-229.96741373356147,-230.43916553055948,0,-288.10872543499346,0,0,0,0,0,0,-240.16524954228206
seq_353,-258.99932313372153,-248.94694977363056,-261.0551776819378,-255.24827793440184,-257.8443707470062,-275.4788877542205,-259.2886896820473,-268.4099312811894,-265.66073209865436,-240.38114649274036,-256.6042200916272,-277.8553732750728,-282.20590801698364,-254.19732582368144,-260.1823863758709,-260.9315088967178,-282.05176183580596,-260.7072650875558,-242.48424769880947,-259.95788746526864,-249.89946674213843,-266.37233582222024,-249.75784113454782,-245.60776691806265,0,-231.63117918036585,0,0,0,0,0,0,-247.8799935637265
